LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
135340,SEATTLE,WA,98107,541990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,12,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
135240,PESHASTIN,WA,98847,111339,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,391,06/29/2020,KeyBank National Association,WA-08
135175,BOTHELL,WA,98011,524298,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-01
135122,VANCOUVER,WA,98660,541110,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,11,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
135000,BOTHELL,WA,98011,621210,Corporation,Unanswered,Unanswered,Unanswered,,8,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
135000,KENT,WA,98032,238130,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
135000,REDMOND,WA,98052,236118,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
135000,EVERETT,WA,98201,523991,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15,04/29/2020,"JPMorgan Chase Bank, National Association",WA-02
135000,CHEHALIS,WA,98532,337110,Corporation,White,Male Owned,Non-Veteran,,15,04/13/2020,KeyBank National Association,WA-03
134954,MOUNTLAKE TERRACE,WA,98043,711211,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,20,04/27/2020,"JPMorgan Chase Bank, National Association",WA-02
134747,BREMERTON,WA,98312,441228,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,13,4-11-2020,KeyBank National Association,WA-06
134722,SEATTLE,WA,98104,541512,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-07
134700,SEATTLE,WA,98101,531390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,4-11-2020,KeyBank National Association,WA-07
134600,BATTLE GROUND,WA,98604,541310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8,4-10-2020,KeyBank National Association,WA-03
134592,TACOMA,WA,98405,541330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
134548,BATTLE GROUND,WA,98604,541611,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,7,4-8-2020,"JPMorgan Chase Bank, National Association",WA-03
134374,LYNNWOOD,WA,98087,332710,Corporation,White,Male Owned,Non-Veteran,,97,04/13/2020,KeyBank National Association,WA-02
134347,VASHON,WA,98070,423850,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
134313,BELLEVUE,WA,98007,541512,Corporation,Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-09
134300,EDMONDS,WA,98020,813410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,91,4-10-2020,KeyBank National Association,WA-07
134300,BELLEVUE,WA,98006,621340,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,04/13/2020,KeyBank National Association,WA-09
134300,REDMOND,WA,98052,331529,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,06/19/2020,KeyBank National Association,WA-01
134250,Renton,WA,98059,237990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,11,5-1-2020,"JPMorgan Chase Bank, National Association",WA-08
134181,EATONVILLE,WA,98328,541618,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,0,04/28/2020,"Wells Fargo Bank, National Association",WA-08
134085,OLYMPIA,WA,98506,484110,Corporation,Unanswered,Unanswered,Unanswered,,,04/13/2020,KeyBank National Association,WA-10
133988,TUKWILA,WA,98188,423210,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-09
133976,EDMONDS,WA,98026,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-07
133796,SEATTLE,WA,98115,424460,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,4-11-2020,KeyBank National Association,WA-07
133789,WARDEN,WA,98857,111998,Corporation,White,Male Owned,Non-Veteran,,10,04/13/2020,KeyBank National Association,WA-04
133742,KENNEWICK,WA,99338,332710,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-04
133700,EVERETT,WA,98201,811113,Corporation,Unanswered,Unanswered,Unanswered,,12,4-11-2020,KeyBank National Association,WA-02
133615,MARYSVILLE,WA,98270,423830,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
133600,BLAINE,WA,98230,324191,Corporation,Unanswered,Unanswered,Unanswered,,8,5-3-2020,KeyBank National Association,WA-01
133526,SEATTLE,WA,98115,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8,04/15/2020,KeyBank National Association,WA-07
133500,PORT ANGELES,WA,98363,444220,Corporation,Unanswered,Unanswered,Unanswered,,14,4-8-2020,KeyBank National Association,WA-06
133437,BELLINGHAM,WA,98225,813110,Corporation,Unanswered,Unanswered,Unanswered,,21,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
133308,TUKWILA,WA,98188,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-09
133187,LYNNWOOD,WA,98037,561720,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,12,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
133000,BOTHELL,WA,98021,,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,15,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
132824,BOTHELL,WA,98011,621340,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-01
132800,BELLEVUE,WA,98006,621210,Corporation,White,Male Owned,Non-Veteran,,8,04/13/2020,KeyBank National Association,WA-09
132700,SUMNER,WA,98390,312120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,35,04/15/2020,KeyBank National Association,WA-08
132629,Seattle,WA,98144,423920,Partnership,Unanswered,Unanswered,Unanswered,,18,5-3-2020,KeyBank National Association,WA-09
132626,BLAINE,WA,98230,423810,Corporation,Unanswered,Unanswered,Unanswered,,0,05/18/2020,"Wells Fargo Bank, National Association",WA-01
132600,EDGEWOOD,WA,98372,,Corporation,Unanswered,Female Owned,Unanswered,,45,5-1-2020,"JPMorgan Chase Bank, National Association",WA-08
132592,BELLINGHAM,WA,98225,812199,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,30,04/13/2020,KeyBank National Association,WA-02
132590,VANCOUVER,WA,98660,484110,Corporation,Unanswered,Unanswered,Unanswered,,,04/13/2020,KeyBank National Association,WA-03
132547,PUYALLUP,WA,98374,561990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,14,5-1-2020,"JPMorgan Chase Bank, National Association",WA-08
132505,EVERETT,WA,98203,312111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
132500,AUBURN,WA,98001,811310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,4-11-2020,KeyBank National Association,WA-09
132500,RENTON,WA,98056,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19,4-11-2020,KeyBank National Association,WA-09
132472,BELLEVUE,WA,98004,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
132445,Vancouver,WA,98664,621310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
132424,Issaquah,WA,98029,621210,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,13,5-1-2020,"JPMorgan Chase Bank, National Association",WA-08
132283.63,RENTON,WA,98058,561720,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,20,05/19/2020,KeyBank National Association,WA-08
132282,RENTON,WA,98057,561720,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,7,04/13/2020,KeyBank National Association,WA-09
132280,SEATTLE,WA,98101,541490,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,04/13/2020,"JPMorgan Chase Bank, National Association",WA-07
132262,SEATTLE,WA,98115,541810,Limited  Liability Company(LLC),Unanswered,Unanswered,Non-Veteran,,7,04/15/2020,"JPMorgan Chase Bank, National Association",WA-07
132259,TACOMA,WA,98445,238320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9,4-11-2020,KeyBank National Association,WA-10
132222,LYNNWOOD,WA,98087,451120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
132208,Seattle,WA,98103,541310,,Unanswered,Unanswered,Unanswered,,12,5-3-2020,KeyBank National Association,WA-07
132086,SEATTLE,WA,98154,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-07
131780,ZILLAH,WA,98953,238910,Corporation,Unanswered,Unanswered,Unanswered,,10,04/14/2020,KeyBank National Association,WA-04
131753,SEATTLE,WA,98148,238210,Corporation,Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-09
131600,SEATTLE,WA,98105,813410,Corporation,Unanswered,Unanswered,Unanswered,,6,4-11-2020,KeyBank National Association,WA-07
131500,SEATTLE,WA,98188,488510,Corporation,White,Male Owned,Veteran,,10,4-11-2020,KeyBank National Association,WA-09
131447,KIRKLAND,WA,98033,621610,Corporation,Unanswered,Unanswered,Unanswered,,50,04/30/2020,"JPMorgan Chase Bank, National Association",WA-01
131437,VANCOUVER,WA,98682,236220,Corporation,Unanswered,Unanswered,Unanswered,,6,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
131400,SEATTLE,WA,98109,622110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,04/13/2020,KeyBank National Association,WA-07
131280,SEATTLE,WA,98106,531312,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,6-3-2020,"JPMorgan Chase Bank, National Association",WA-07
131250,FRIDAY HARBOR,WA,98250,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,30,4-12-2020,KeyBank National Association,WA-02
131175,SEATTLE,WA,98108,511120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5-8-2020,"Wells Fargo Bank, National Association",WA-07
131142,REDMOND,WA,98052,,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,3,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
131109,VANCOUVER,WA,98660,236220,Corporation,Unanswered,Female Owned,Non-Veteran,,,5-3-2020,"Wells Fargo Bank, National Association",WA-03
131100,SEATTLE,WA,98103,541620,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,04/13/2020,KeyBank National Association,WA-07
131095,MARYSVILLE,WA,98271,522320,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
131059,TACOMA,WA,98465,812112,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5-8-2020,"Wells Fargo Bank, National Association",WA-06
131050,SEATTLE,WA,98121,488510,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,13,04/13/2020,KeyBank National Association,WA-07
131005,MAPLE VALLEY,WA,98038,236117,Corporation,Unanswered,Unanswered,Unanswered,,,04/28/2020,KeyBank National Association,WA-08
130900,BELLINGHAM,WA,98229,713940,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,18,4-11-2020,KeyBank National Association,WA-02
130860,SEATTKE,WA,98101,561990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-07
130807,AUBURN,WA,98001,484110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/15/2020,KeyBank National Association,WA-09
130658,YAKIMA,WA,98901,811111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,13,04/13/2020,KeyBank National Association,WA-04
130600,OAKVILLE,WA,98568,999990,Limited  Liability Company(LLC),White,Female Owned,Veteran,,20,04/13/2020,KeyBank National Association,WA-06
130412,SEATTLE,WA,98106,813910,Corporation,Unanswered,Unanswered,Unanswered,,12,4-10-2020,KeyBank National Association,WA-07
130381,REDMOND,WA,98052,337215,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-01
130301,SNOHOMISH,WA,98290,541330,Corporation,Unanswered,Male Owned,Non-Veteran,,0,5-2-2020,"Wells Fargo Bank, National Association",WA-01
130300,SEATTLE,WA,98122,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,04/27/2020,Madison Valley Bank,WA-07
130245,SPOKANE,WA,99202,,Corporation,Unanswered,Male Owned,Non-Veteran,,21,5-1-2020,"JPMorgan Chase Bank, National Association",WA-05
130071,YAKIMA,WA,98901,721191,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-04
130070,LYNNWOOD,WA,98036,541330,Corporation,Unanswered,Male Owned,Non-Veteran,,8,04/15/2020,KeyBank National Association,WA-01
130005,SEDRO WOOLLEY,WA,98284,484110,Corporation,Unanswered,Unanswered,Unanswered,,0,06/22/2020,"Wells Fargo Bank, National Association",WA-02
130000,BELLEVUE,WA,98005,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
130000,MAPLE VALLEY,WA,98038,337214,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,13,4-12-2020,KeyBank National Association,WA-08
130000,AUBURN,WA,98092,423910,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-08
130000,SEATTLE,WA,98101,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,8-7-2020,KeyBank National Association,WA-07
129995,OLYMPIA,WA,98516,441210,Corporation,White,Male Owned,Non-Veteran,,12,04/13/2020,KeyBank National Association,WA-10
129600,KENT,WA,98032,333519,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9,4-10-2020,KeyBank National Association,WA-09
129570,SEATTLE,WA,98103,236115,Corporation,Unanswered,Male Owned,Non-Veteran,,15,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
129566,STEILACOOM,WA,98388,492110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,19,4-11-2020,KeyBank National Association,WA-10
129522,CAMAS,WA,98607,238130,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,8,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
129520,WALLA WALLA,WA,99362,621111,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,7,5-1-2020,"JPMorgan Chase Bank, National Association",WA-05
129500,SNOHOMISH,WA,98296,722515,Corporation,Unanswered,Unanswered,Unanswered,,20,4-10-2020,KeyBank National Association,WA-01
129459,BURIEN,WA,98166,451110,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-07
129415,PULLMAN,WA,99163,488999,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,5-1-2020,"JPMorgan Chase Bank, National Association",WA-05
129404,RENTON,WA,98056,238170,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5-5-2020,"Wells Fargo Bank, National Association",WA-09
129357,EVERETT,WA,98208,442291,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,04/13/2020,KeyBank National Association,WA-01
129245,OLYMPIA,WA,98501,441310,Corporation,White,Male Owned,Veteran,,15,04/14/2020,KeyBank National Association,WA-10
129230,Tukwila,WA,98188,424410,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,15,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
129097,VASHON,WA,98070,561110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,23,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
129024,Mountlake Terrace,WA,98043,713940,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,15,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
129000,WOODINVILLE,WA,98077,453910,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,20,4-11-2020,KeyBank National Association,WA-01
128985,FEDERAL WAY,WA,98003,621340,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,13,4-11-2020,KeyBank National Association,WA-09
128970,SEATTLE,WA,98109,311811,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,25,4-12-2020,KeyBank National Association,WA-07
128966.24,TACOMA,WA,98402,484110,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,,04/13/2020,KeyBank National Association,WA-06
128900,TACOMA,WA,98421,423120,Corporation,Unanswered,Unanswered,Unanswered,,11,4-10-2020,KeyBank National Association,WA-09
128700,TACOMA,WA,98408,236115,Corporation,Unanswered,Unanswered,Unanswered,,0,04/29/2020,"Wells Fargo Bank, National Association",WA-06
128657,SEATTLE,WA,98104,541110,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,7,4-9-2020,"JPMorgan Chase Bank, National Association",WA-07
128534,TACOMA,WA,98402,621111,Corporation,Unanswered,Unanswered,Unanswered,,0,5-3-2020,"Wells Fargo Bank, National Association",WA-06
128502,KENMORE,WA,98028,561510,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,13,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
128425,BELLEVUE,WA,98007,812910,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
128400,SEATTLE,WA,98122,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,13,04/13/2020,KeyBank National Association,WA-07
128299,SEATTLE,WA,98108,541690,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/28/2020,"Wells Fargo Bank, National Association",WA-07
128275,TACOMA,WA,98465,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
128202,YAKIMA,WA,98901,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,5-1-2020,"JPMorgan Chase Bank, National Association",WA-04
128200,SEATTLE,WA,98103,541430,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,4-11-2020,KeyBank National Association,WA-07
128085,KIRKLAND,WA,98033,621610,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,50,04/30/2020,"JPMorgan Chase Bank, National Association",WA-01
128042,BELLEVUE,WA,98006,713990,Corporation,Unanswered,Male Owned,Unanswered,,30,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
128000,LAKEWOOD,WA,98499,811310,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,10,4-8-2020,KeyBank National Association,WA-06
127990,BELLEVUE,WA,98006,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,7,6-4-2020,"JPMorgan Chase Bank, National Association",WA-09
127978,EDMONDS,WA,98020,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,5-2-2020,"JPMorgan Chase Bank, National Association",WA-07
127780,SPOKANE VALLEY,WA,99212,423690,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-05
